Track	Artist	URI	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	time_signature	chorusHit	sections
Twelve-String Improvisation	The Monkees	spotify:track:6nJ0YxHQi7Ft2ZKqrvucgJ	0.581	0.898	7	-9.943	1	0.0738	0.0826	0.879	0.151	0.744	146.337	187067	4	36.55222	7	0
Baby Don't You Weep	Garnet Mimms & The Enchanters	spotify:track:2vyEq0b4Ybic5MLdJujonS	0.402	0.59	2	-8.394	1	0.0333	0.789	2.71e-05	0.56	0.496	86.443	209267	1	60.07956	8	1
Johnny Angel	Shelley Fabares	spotify:track:5j4CGIpT35ipZrF93ejrhl	0.369	0.385	0	-9.132	1	0.0282	0.872	0	0.279	0.735	108.025	139320	4	25.83372	8	1
Witchi Tai To - 2007 Remaster	Topo-D-Bill	spotify:track:2txGmB5wzsUTNhx9yDaA07	0.268	0.527	2	-11.631	1	0.033	0.0341	1e-05	0.165	0.593	110.172	209533	4	65.43994	8	0
Johnny B. Goode	The Master's Apprentices	spotify:track:20XSywiO2xWsmBIEW4UEaw	0.318	0.964	9	-4.862	1	0.0813	0.0554	0	0.0867	0.77	163.617	166813	4	21.26065	9	0
The Shoop Shoop Song (It's In His Kiss)	Betty Everett	spotify:track:3qoNRhQuqbAG4uXrPx2aSk	0.652	0.456	9	-9.673	1	0.0569	0.737	0	0.235	0.966	121.983	136117	4	52.16007	7	1
I See The Rain	The Mirage	spotify:track:5vdQidP2jRMZICsPawPB0I	0.447	0.596	5	-7.571	0	0.0376	0.419	1.07e-05	0.278	0.591	106.555	126787	4	26.23665	6	0
Pink Ether - Mono	The Deep	spotify:track:4jk1n5hwlea9bRVJ3Ee0JS	0.545	0.692	9	-7.984	0	0.0381	0.235	0.0246	0.0946	0.235	111.005	121147	4	29.08125	7	0
Okolona River Bottom Band	Bobbie Gentry	spotify:track:58n4w23hXUwot69NOvIB2x	0.574	0.388	2	-11.181	1	0.0415	0.899	1.03e-06	0.0977	0.754	116.111	184958	4	59.79623	7	1
Stranger	Sam Apple Pie	spotify:track:1vw1fVNUPQ5gn8bLpK7AAQ	0.562	0.359	2	-12.947	0	0.0336	0.256	0.108	0.154	0.358	119.78	261627	4	24.21627	10	0
Ooh Baby	Deon Jackson	spotify:track:1uXZrI0WYyUvv25FAsI13h	0.473	0.494	8	-9.134	1	0.0399	0.206	0.000103	0.361	0.332	116.657	162772	4	30.09108	9	1
Interlude - Matt's Dilemma	Mort Lindsay And Orchestra	spotify:track:2Wfr5vRfbSPOPq0b9Foh6K	0.131	0.295	11	-15.707	1	0.0413	0.864	1.59e-06	0.112	0.106	177.602	74400	3	37.00738	4	0
Why Don't We Do It In The Road? - Remastered 2009	The Beatles	spotify:track:4eLIq1nQNwz2qLu8DeiWIp	0.589	0.522	2	-8.718	1	0.0521	0.53	0.000243	0.0993	0.957	187.688	101160	4	26.37616	5	0
I'm Gonna Make You Mine	Lou Christie	spotify:track:4CjLp84JmIqzInzYxYZoAS	0.703	0.722	4	-6.475	1	0.035	0.565	1.94e-05	0.28	0.973	125.396	162320	4	26.86431	11	1
I Don't Wanna Be Free - Stereo Version	The Sorrows	spotify:track:61QTIPetSfwh9uiHTDMl5o	0.483	0.98	0	-5.935	1	0.0928	0.189	7.66e-06	0.0643	0.721	149.192	158760	4	35.39892	9	0
Another Time	Hep Stars	spotify:track:5DPGqCd7ibfm5csS5IAA9b	0.544	0.403	2	-11.537	1	0.0325	0.647	0.0344	0.213	0.514	95.301	194227	4	41.89094	11	0
You Don't Have to Walk in the Rain - Remastered	The Turtles	spotify:track:0yXOBLNP1KG1dnVz3Ak4FP	0.463	0.401	4	-10.263	1	0.0356	0.0416	9.08e-05	0.619	0.685	131.721	162172	4	17.32566	8	0
I Don't Like You	The Sacred Mushrooms	spotify:track:5PAZT6XtiBUHV1d96Y8dKZ	0.65	0.547	2	-11.695	1	0.0342	0.478	1.96e-05	0.29	0.785	112.329	173560	4	29.15214	9	0
Tomorrow's People	Lord Sitar	spotify:track:3YK6OVPb9D2vIeitgMhHbo	0.615	0.526	2	-8.062	1	0.028	0.586	0.0031	0.0955	0.788	124.072	192867	4	37.57089	12	0
Smash The Mirror	The Who	spotify:track:5F1IKOdSfqV5e1b1cX54Rp	0.66	0.659	0	-8.743	1	0.0938	0.0153	0	0.0879	0.226	102.538	94860	4	80.15407	3	0
The Old Man's Back Again (Dedicated To The Neo-Stalinist Regime)	Scott Walker	spotify:track:23LS90srRC3n86OWgUBUQx	0.506	0.578	8	-11.69	0	0.0438	0.439	1.62e-06	0.15	0.781	91.888	221093	4	25.89801	10	0
Mashed Potato Time	Dee Dee Sharp	spotify:track:6AZ789HCz5u109pbah4ZTW	0.633	0.529	2	-7.655	1	0.0298	0.0546	5.35e-06	0.0502	0.846	125.056	150867	4	27.26611	9	0
Only Everything	Fax	spotify:track:6dZOP3kfXdZQdWHMRKIoAb	0.301	0.889	1	-7.613	1	0.0411	0.0292	0.0609	0.0525	0.948	132.538	172533	4	43.82681	9	0
Just Like Me	Paul Revere & The Raiders	spotify:track:26zxM3tt5OnkxGFGuKyJHQ	0.67	0.796	0	-7.717	1	0.0399	0.378	1.19e-05	0.189	0.924	126.063	153293	4	34.58809	7	0
"T" Roadster	The Super Stocks	spotify:track:6y60n44eempkQj2PFR3f86	0.36	0.886	9	-10.117	1	0.0349	0.103	0.87	0.482	0.962	166.717	125680	4	20.15035	8	0
Three Dances Medley: Brentzel Gay / La Rotta / The Earle of Salisbury	Pentangle	spotify:track:06cHHcWwpWz6FiaKAb9esJ	0.485	0.396	5	-17.834	1	0.0879	0.802	0.0845	0.734	0.433	107.846	297293	4	112.97289	11	0
Last Laugh - Remastered	The Turtles	spotify:track:4BEOzHNXhxFP17xMAJyt1d	0.52	0.646	7	-11.529	1	0.031	0.253	0	0.503	0.97	147.877	104300	4	22.32347	7	0
You Know What I Mean	The Turtles	spotify:track:5BE7v9I2FUjUnObRAcopIs	0.303	0.637	11	-6.658	1	0.0564	0.743	2.32e-06	0.249	0.748	120.423	122400	4	42.32074	6	1
Blue Moon Of Kentucky	Al Kooper	spotify:track:2dRNALurzuPhIohyOkBPFe	0.493	0.994	9	-2.946	1	0.104	0.167	1.35e-05	0.171	0.416	120.833	134573	4	35.29718	9	0
Jump Back	Rufus Thomas	spotify:track:2LzcpixYEhVKvoQq7wNbCs	0.893	0.436	2	-9.124	1	0.0505	0.646	0.000314	0.178	0.963	116.389	141240	4	39.55521	6	1
Ain't Misbehavin'	Bill Haley & His Comets	spotify:track:5R3hNZ5o9I2m4nNio5ibJF	0.835	0.704	5	-11.392	0	0.0434	0.349	0	0.335	0.894	137.527	134987	4	26.45203	8	0
Come To The Sunshine	Harpers Bizarre	spotify:track:1boB4tIIwdefeoQVHNG5Jl	0.405	0.544	8	-10.117	1	0.0338	0.635	2.62e-06	0.0832	0.592	153.601	153627	4	32.88055	9	1
Twelve Thirty (Young Girls Are Coming To The Canyon)	The Mamas & The Papas	spotify:track:2nmteiJeK6RAIGH3pL9Pmh	0.553	0.712	1	-5.522	1	0.0288	0.322	0	0.357	0.48	113.537	206093	4	52.01127	10	1
With None Shoes	The Leaves	spotify:track:07TA49QYvge9XwMInZqgcZ	0.324	0.686	11	-9.878	0	0.0386	0.0052	3.93e-06	0.067	0.794	132.254	141733	4	52.21739	7	0
One Night Stand	Small Faces	spotify:track:1rcAElbvt39wVXx2E8Epr5	0.446	0.811	2	-6.302	1	0.0727	0.459	0	0.132	0.454	128.251	107800	4	26.38035	6	0
Bangles	The Electric Prunes	spotify:track:72ETHsTf3GOFoSA7ydy7hb	0.417	0.388	9	-13.531	1	0.0484	0.84	8.02e-06	0.301	0.569	138.81	148793	4	25.0805	10	0
Lose To Live	Strawberry Alarm Clock	spotify:track:7ktpf7RdmPYhHk2Vjp7fgx	0.465	0.609	8	-12.979	0	0.0458	0.102	0.0493	0.0721	0.71	93.684	195360	4	15.07174	10	0
No Response - Live	Hep Stars	spotify:track:7pTsaLLuO1NdmR1R3z0m4g	0.347	0.935	7	-4.966	1	0.0529	0.224	1.01e-05	0.934	0.573	105.462	97093	4	40.00586	5	0
Fixing A Hole - Remix	The Beatles	spotify:track:6a98mDyXTsYugJhUs1tZr4	0.415	0.665	0	-6.853	0	0.0448	0.483	0	0.0663	0.523	112.618	157960	4	27.37632	10	0
Wild Thing	The Troggs	spotify:track:7jGzYUZ2Bgg8BDfYlQRfn8	0.453	0.658	9	-13.472	1	0.0539	0.741	0.0288	0.135	0.761	203.871	155333	4	72.38265	6	1
All I Have To Do Is Dream	Richard Chamberlain	spotify:track:04uW2l7VrWeo3CJ9rQ5D6M	0.481	0.138	1	-17.032	1	0.031	0.912	0.000132	0.133	0.52	98.512	151733	4	32.9796	11	1
Smile A Little Smile For Me	The Flying Machine	spotify:track:3SoLksUr3QzyMDLX0Cj5me	0.616	0.381	0	-11.528	1	0.0298	0.504	0	0.29	0.488	89.766	175909	4	24.46825	8	1
The Girl I Knew Somewhere	The Monkees	spotify:track:42vqEYmBGRhJjnG9ppDKuQ	0.403	0.842	2	-8.43	1	0.0328	0.472	0	0.035	0.867	170.066	159227	4	24.41873	9	0
When Something Is Wrong With My Baby	Sam & Dave	spotify:track:6nvGeEsHWysTGxy6gnhFP4	0.376	0.477	1	-5.661	1	0.0304	0.148	0.000425	0.0384	0.347	138.923	194107	3	47.25508	9	1
It Ain't Me, Babe	Johnny Cash	spotify:track:7hJBjMGJHHQ4cR4Jhzp1d1	0.633	0.588	2	-6.595	1	0.03	0.277	0	0.165	0.624	105.646	182960	4	53.22679	8	1
Mashed Potatoes	Hep Stars	spotify:track:7lkVmLrTkg5p1CxGDD6pAh	0.405	0.746	9	-9.224	1	0.0425	0.175	0.0496	0.431	0.881	109.815	96080	4	54.79829	3	0
Sit With The Guru	Strawberry Alarm Clock	spotify:track:0PKrvcdX7PUgubTWn0LDQ7	0.471	0.717	0	-9.979	1	0.0318	0.0693	0.00556	0.196	0.832	135.253	182907	4	19.702	12	0
The Universal Soldier	Glen Campbell	spotify:track:3Opx1MTq68q1qsidkMNGMT	0.352	0.724	0	-8.507	1	0.0402	0.124	0	0.22	0.931	204.181	130133	3	34.92887	8	1
Almost There	Andy Williams	spotify:track:1lwDZyD1jUdsrFxb8vcZGm	0.428	0.374	9	-14.527	1	0.0281	0.822	0.000121	0.155	0.468	102.171	177467	4	37.67094	12	1
This Old Heart Of Mine (Is Weak For You)	Tammi Terrell	spotify:track:4nkWVhPccuehh8JgBSE9yg	0.573	0.816	0	-5.671	1	0.0812	0.0146	0.000701	0.14	0.875	86.698	146427	4	67.50348	5	1
Tears Keep On Falling	Jerry Vale	spotify:track:5gkeDbOU56XmoNMcecmbYr	0.353	0.469	2	-11.143	0	0.0339	0.793	0	0.319	0.443	88.155	139133	4	24.48604	7	1
Get Back	Roy Head	spotify:track:0290RpkX79wgpUQ89i7c7o	0.72	0.913	1	-5.274	1	0.248	0.311	0.000186	0.246	0.94	93.373	137707	4	49.92156	8	1
Shake Me I Rattle (Squeeze Me I Cry)	Marion Worth	spotify:track:4eopCNWd28woTQ2Fga52CF	0.468	0.16	8	-16.497	1	0.0282	0.67	0	0.313	0.519	94.298	193307	3	38.25207	11	1
Let's Think About Living	Bob Luman	spotify:track:2KwHEWuvd2JCWVK0oQyLkf	0.613	0.701	2	-11.366	1	0.0755	0.744	0	0.322	0.964	96.795	128800	4	25.9523	6	1
Where Do You Go To (My Lovely)	Peter Sarstedt	spotify:track:6M665tf7ZKQzUFA5yOrUE4	0.558	0.444	2	-7.549	0	0.0345	0.286	6.56e-05	0.121	0.444	182.583	287720	3	26.46644	15	1
The Other Side Of Me	Eternity's Children	spotify:track:07jWG5sGZaVugdPPPFzVO7	0.414	0.418	6	-10.079	1	0.0303	0.0633	4.37e-05	0.0639	0.858	78.589	123693	4	26.67455	9	0
Up On Cripple Creek - Remastered 2000	The Band	spotify:track:60VcYHxoyOdZyFb1EaKJdN	0.72	0.716	9	-8.773	1	0.0723	0.226	0.00335	0.0932	0.953	144.376	274893	4	46.37154	10	0
The Young Ones - 2007 Remaster	Vivian Stanshall And Kilgaron	spotify:track:2IFxmrOOBJbDCU1EslCXRr	0.555	0.71	7	-12.065	1	0.0426	0.266	0.00102	0.341	0.807	131.93	197240	4	59.51258	9	0
Happenings Ten Years Time Ago - Mono	The Yardbirds	spotify:track:3WJtN4tfE2aUoPAU8Vq5N9	0.486	0.733	9	-8.723	1	0.0575	0.417	1.66e-05	0.286	0.601	126.963	177160	4	18.09845	10	0
Oh, What A Night	The Dells	spotify:track:2CUoziiS4i5VRaobtWsWeB	0.363	0.321	7	-10.015	1	0.0297	0.924	0.00211	0.784	0.374	110.973	171978	3	64.94474	7	1
Amazing Journey - Live	The Who	spotify:track:4eS2Oc3XVZEy1veuuRhBWE	0.244	0.856	9	-6.273	1	0.0583	0.00506	5.42e-05	0.271	0.416	133.865	307687	4	45.74589	13	0
Come With Me	Sgt. Barry Sadler	spotify:track:1DMuP0fYcM7W3sKPGghwK1	0.512	0.509	0	-11.773	1	0.0291	0.676	0	0.289	0.883	152.739	151160	4	24.88221	8	0
Sandy	Larry Hall	spotify:track:7vF9CfYTUiif1wHSFdrTyN	0.633	0.484	0	-8.507	1	0.0269	0.47	0.000141	0.1	0.814	80.543	145027	4	27.36518	9	1
My Place	Superfine Dandelion	spotify:track:5wbUBlXge2dflr6Pz94dVP	0.683	0.519	0	-8.355	1	0.0266	0.75	0	0.113	0.809	101.045	132867	4	25.70444	7	0
One Way Glass	Manfred Mann Chapter Three	spotify:track:2E0tlDzvMmszn2DGNmFZDF	0.474	0.735	6	-7.987	1	0.0316	0.261	0.862	0.0965	0.692	88.407	214933	4	34.28666	7	0
Seven Day Fool	Etta James	spotify:track:0zGpnpZkyhz4hBjrjfmFvQ	0.558	0.624	5	-12.612	0	0.0427	0.751	0	0.327	0.752	141.163	179760	4	33.34269	11	0
Have You Seen Your Mother, Baby, Standing In The Shadow? - Stereo Version	The Rolling Stones	spotify:track:3Ut7hPE24CSQTBFyjM6hPN	0.358	0.837	7	-5.41	1	0.0393	0.288	0.779	0.246	0.507	100.433	154000	4	35.54485	6	0
I Know You Better Than That	Bobby Goldsboro	spotify:track:0kYqTzbLCdlEdAL3snnZHM	0.641	0.564	5	-12.237	1	0.0369	0.539	1.33e-06	0.327	0.966	120.581	167655	4	23.1258	9	1
Good Thing	Paul Revere & The Raiders	spotify:track:2UOijRbR9Ym6gnegBqzpzu	0.53	0.877	8	-2.812	1	0.0385	0.0334	0	0.0875	0.883	125.594	184627	4	19.51854	13	0
Secret Love	Billy Stewart	spotify:track:1LziKsFJM2A0Uu68gtKWGH	0.7	0.648	0	-12.073	1	0.0648	0.682	0	0.238	0.906	136.08	181000	4	37.12784	10	1
Crazy	Patsy Cline	spotify:track:3zpj9dvJABiyMrmLCPw6i8	0.471	0.021	10	-24.385	1	0.0366	0.931	1.19e-06	0.103	0.356	107.765	164573	3	34.53449	8	1
Great Day	Judy Garland	spotify:track:4Vc3gIS8hI2UgLZHwrFRom	0.311	0.826	7	-8.866	1	0.261	0.72	0	0.464	0.334	106.587	245587	3	44.77975	7	0
Two Lovers	Mary Wells	spotify:track:00CmjeeHvAVKvx3tcIiZTy	0.678	0.405	2	-16.965	1	0.0304	0.426	0	0.109	0.96	105.902	166733	4	29.18796	8	1
It's A Happening Thing	The Peanut Butter Conspiracy	spotify:track:45JOdGtN1kkmeghHRz8OMZ	0.331	0.852	11	-7.008	0	0.0572	0.257	0	0.249	0.779	145.986	143480	4	50.61263	6	1
Time Song - Single Stereo Mix 2018 Remaster	The Kinks	spotify:track:4mIzk68utjuQ1kEN1xrehg	0.498	0.201	0	-18.174	1	0.0507	0.79	0.014	0.195	0.314	123.645	133700	3	48.61178	6	0
Queen St. Gang	Arzachel	spotify:track:0nc7EDey5fciSQGeYdAevx	0.434	0.413	5	-13.963	1	0.028	0.0271	0.902	0.109	0.45	73.062	264754	4	82.82171	11	0
Ruby	Silver Apples	spotify:track:3KcVPElvd6mDgLWD8woXwo	0.524	0.928	2	-7.978	1	0.0308	0.0133	0.897	0.0922	0.587	130.467	154400	4	22.39807	8	0
Words [First Recorded Version] (2006 Remastered)	The Monkees	spotify:track:771DgcC0GMKXpN2nC22xEa	0.404	0.569	9	-8.53	1	0.0341	0.0494	1.33e-06	0.379	0.54	131.547	171427	4	22.58659	11	0
Mr. Lonely	Buddy Greco	spotify:track:0MpZSu8U7wZHKG2HNXoT45	0.436	0.311	5	-16.424	1	0.0294	0.895	0.0111	0.21	0.56	94.711	144240	3	32.43068	8	1
Ling-Ting-Tong	Buddy Knox	spotify:track:0WFi7WfDuy9aT14KC5Aucu	0.685	0.677	11	-11.172	1	0.0606	0.772	0.00377	0.133	0.901	133.75	128067	4	49.2066	6	1
Whole Lotta Love	Led Zeppelin	spotify:track:0hCB0YR03f6AmQaHbwWDe8	0.412	0.902	9	-11.6	1	0.405	0.0484	0.131	0.405	0.422	89.74	333893	4	104.11047	11	1
Lollipops And Roses	Jack Jones	spotify:track:67JIfYdnRNXSSP1uPRmE2j	0.266	0.163	6	-14.202	1	0.0381	0.899	0.000761	0.184	0.14	119.257	246093	4	58.75138	14	1
The Gnome	Pink Floyd	spotify:track:1GqRmuG89ILDLcuAdcli6r	0.534	0.353	2	-12.261	1	0.03	0.655	0	0.0975	0.371	115.978	133911	4	66.70615	4	0
The Gypsy Cried	Lou Christie	spotify:track:5NqB5TzcSdRl21iOUM0L59	0.488	0.716	1	-5.327	1	0.0394	0.532	1.18e-05	0.0685	0.817	156.06	130200	4	51.16967	6	1
F.B.I. operazione vipera gialla 16	Francesco De Masi	spotify:track:2gRvAc7ZNY6JPY5skeUq0c	0.21	0.0304	4	-21.449	0	0.0424	0.985	0.652	0.104	0.0368	77.765	171547	4	65.16857	9	0
Ride My See-Saw	The Moody Blues	spotify:track:6tMNYGXJ1L6wjbSkAXWyHh	0.334	0.872	5	-10.4	1	0.0371	0.0805	0.301	0.847	0.788	154.816	219227	4	15.7078	10	1
Trafalgar Square	Synanthesia	spotify:track:74Mu5E0aW7PXtcODE1KX1q	0.514	0.23	0	-12.374	0	0.0421	0.876	0.113	0.111	0.289	123.016	182936	4	28.93584	12	0
Let's Twist Again	Chubby Checker	spotify:track:50ZhLFpAf5nWUH9GlCwrWn	0.605	0.747	8	-6.923	1	0.158	0.244	0	0.16	0.886	83.793	136667	4	61.02664	5	0
I'll Hold Out My Hand	The Clique	spotify:track:4F7DPcLkBhKIl6yhFMcwhm	0.562	0.715	2	-8.481	1	0.0272	0.522	0	0.185	0.908	102.009	157467	4	28.6427	8	1
Black Gold	Gene Harris & The Three Sounds	spotify:track:4Vc200GlaMXrjbS0kEPnlV	0.723	0.879	0	-6.548	1	0.0287	0.654	0.0393	0.0944	0.889	130.27	207029	4	38.40128	11	0
La liberta costa cara	The Sorrows	spotify:track:5lz3vRGmjOFuOj6APNPcFi	0.403	0.371	0	-9.492	1	0.0438	0.924	2.73e-05	0.133	0.34	101.796	198987	4	30.00934	10	0
The Clown Pt. 1	The Flock	spotify:track:55vQaHDQghRDCYTv0U1djM	0.451	0.713	11	-9.372	0	0.0709	0.0418	0.176	0.358	0.696	112.719	190467	4	26.48094	8	0
The Dedication Song	Freddy Cannon	spotify:track:2d1Qvf7lYynPE0UpZhz2ke	0.474	0.898	9	-3.236	1	0.113	0.531	4.64e-05	0.321	0.959	148.365	178093	4	23.14581	9	1
Bad Trip	Fifty Foot Hose	spotify:track:18AYRgKGCM0O91pS38sl4j	0.291	0.788	4	-5.514	1	0.0504	0.0564	2.64e-06	0.249	0.351	109.498	204133	4	48.4187	8	0
I'll Cry Instead - Remastered 2009	The Beatles	spotify:track:01xMiErR26kH1KCif6uEYI	0.643	0.73	7	-6.859	1	0.0347	0.0917	0	0.253	0.96	96.711	105987	4	44.40993	5	0
Don't Get Around Much Anymore	The Belmonts	spotify:track:5eVN3P0yaBYs44eCAHotim	0.624	0.445	0	-9.866	1	0.032	0.601	0	0.107	0.959	138.139	128495	4	65.84343	6	1
Wayward Nile	The Chantays	spotify:track:6Rq1PztpKMm4U7pIsczuNY	0.814	0.338	10	-15.767	0	0.0454	0.736	0.918	0.0987	0.902	124.093	178187	4	38.39816	9	0
Goodbye	Mary Hopkin	spotify:track:0U1FiwpqJQXiD0BZ6qMMnx	0.629	0.482	4	-5.253	1	0.0263	0.883	0.00326	0.375	0.575	95.265	140555	4	24.03629	7	1
Somebody's Peepin'	The New Tweedy Brothers	spotify:track:0ebH7Ch7MCtNfobyE9qljl	0.504	0.534	7	-7.019	1	0.0405	0.655	0.000156	0.0729	0.578	122.365	273733	4	28.34771	8	0
The People In Me	The Music Machine	spotify:track:4N8nCsjsEy0moFss7ke1Ca	0.592	0.776	8	-8.755	1	0.0335	0.0125	0.00443	0.0281	0.921	135.628	180627	4	42.96402	11	0
Cissy Strut	The Meters	spotify:track:7b8s4Z0abQQ4x4jpct4GjR	0.521	0.799	0	-11.993	1	0.097	0.106	0.732	0.332	0.709	175.921	185227	4	23.51475	10	1
My Way Of Life	Frank Sinatra	spotify:track:0Sc8AsDTBeZFWg8K9tMARE	0.318	0.331	10	-14.221	0	0.0272	0.537	5.58e-06	0.677	0.699	89.434	187360	4	44.27787	8	1
Boom! Boom! Boom!	The Spiders	spotify:track:5ofpiglH8KfQMPr5J6WT6A	0.526	0.714	2	-10.895	1	0.0409	0.0256	0.00163	0.531	0.899	101.995	154776	4	36.24529	8	0
Is It True What They Say About Dixie?	Bill Haley & His Comets	spotify:track:2zn7aETg0gMHNJPka3K2cv	0.694	0.698	7	-9.258	1	0.112	0.672	1.35e-05	0.129	0.885	177.8	142467	4	26.15177	8	0
Tear Drop City	The Monkees	spotify:track:6lYjzJ7uXRGKqDHGa6qxyh	0.298	0.925	2	-7.089	1	0.0852	0.388	0.679	0.352	0.513	176.103	138493	4	52.44058	5	1
Calypso #10	Hector Rivera	spotify:track:0ecETSo4QnWqYl6dMRA3NL	0.632	0.518	5	-11.834	1	0.0589	0.713	0.741	0.0635	0.941	106.148	190133	4	40.35624	7	0
Memphis, Tennessee	The Monkees	spotify:track:0r8WKuLoYPi7hAiX4bKWXR	0.754	0.777	4	-10.461	1	0.0925	0.153	0.127	0.0546	0.668	117.349	129133	4	89.37823	5	0
I Don't Mind - Stereo Version	The Who	spotify:track:10dFDqltx3vJbGXyjWyxIk	0.598	0.731	9	-9.826	0	0.0292	0.411	0.0656	0.0934	0.521	97.132	156328	3	76.66826	6	0
Somebody To Love	Bobby Darin	spotify:track:6P18UDWGqrRAtQpMvxQ5t6	0.514	0.733	6	-9.403	1	0.145	0.446	2.39e-06	0.112	0.901	184.637	132453	4	32.44492	7	1
Mr Crow and Sir Norman	The Idle Race	spotify:track:0XiV70ufpDC3y3TY4XPq5Z	0.441	0.719	10	-11.105	1	0.0689	0.758	0.00046	0.977	0.556	94.538	197093	4	29.72745	8	0
I Was Made To Love Her	Stevie Wonder	spotify:track:35Agv76BTtZGXlXutlfuYj	0.349	0.543	10	-10.577	1	0.0429	0.296	0	0.0665	0.875	202.426	158667	4	34.19346	7	0
Good Times - Alternative Mix	The Easybeats	spotify:track:3Twv8YyvVth5wpK3n3MqJi	0.6	0.918	4	-7.872	1	0.0642	0.422	0.00106	0.538	0.881	80.59	200293	4	25.91851	12	0
Happy Time	Tim Buckley	spotify:track:26AefVn68VvxkldCxruAeR	0.479	0.18	4	-18.015	1	0.031	0.903	0.000182	0.089	0.525	143.846	196693	4	23.28997	11	0
Signed D.C. - Stereo Version	Love	spotify:track:0gSFDtrOn4kWdZtg22CU0B	0.626	0.0769	4	-15.145	0	0.041	0.472	0.00165	0.0992	0.155	83.335	165427	3	25.48808	10	0
I Think You and I	Alexander 'Skip' Spence	spotify:track:0ZxdsxxcdZwXbSyp0wmb2z	0.524	0.167	9	-22.002	1	0.099	0.867	0.0252	0.114	0.408	87.28	74107	3	32.53264	5	0
What Goes On	The Beatles	spotify:track:19QXdPRZFHI5kNK3tN8Mh7	0.67	0.776	4	-10.035	1	0.0749	0.0168	3.01e-06	0.0732	0.765	96.93	168573	4	45.59322	10	1
Johnny Vagabond	Bonnie Guitar	spotify:track:1qRNL5wguo0jOIhEKq2zeY	0.564	0.247	1	-13.218	1	0.0343	0.882	0.000569	0.114	0.449	116.749	124699	4	21.44853	9	0
Summer's Gone	Paul Anka	spotify:track:2NH3RgooS3Am8LcS5m8dwW	0.313	0.248	3	-11.578	1	0.0319	0.9	6.34e-06	0.106	0.337	135.744	142067	3	34.39426	7	1
Tender Years	George Jones	spotify:track:3xsMYWnmdjSMLU8tVLVCVV	0.5	0.199	2	-15.773	1	0.0316	0.866	0.000806	0.202	0.364	91.819	144773	3	34.86454	10	1
By the Time I Get to Phoenix	Gary Puckett & The Union Gap	spotify:track:6esaQI3RWWy0kgVFe1z0YK	0.323	0.313	4	-12.533	0	0.029	0.565	1.13e-05	0.164	0.18	84.272	175600	4	38.37578	9	0
Flowers In The Rain - 2007 Remaster - Mono	The Move	spotify:track:4rJmqbRk5uPYg0AY88fVkk	0.539	0.926	9	-6.94	1	0.179	0.0796	0.00011	0.304	0.491	122.884	155200	4	26.61938	5	0
Third Stone From The Sun	Jimi Hendrix	spotify:track:34jAhU99TNRvYwwOEoINl3	0.307	0.756	11	-8.119	0	0.0493	0.0209	0.758	0.353	0.417	114.843	404267	4	25.85007	15	0
Steps 1 And 2	Jack Scott	spotify:track:0C3jW7ssEldpzzDQw40BnX	0.6	0.439	4	-11.709	1	0.0317	0.814	8.05e-05	0.227	0.822	137.901	163933	4	47.17824	9	1
Ride Away	Roy Orbison	spotify:track:1nxSCulSg5AtmExqgHPPC0	0.52	0.411	9	-12.411	1	0.0315	0.786	0.0012	0.146	0.35	120.29	207573	4	37.54527	9	1
This Little Girl	Dion	spotify:track:0a2WUVmZzgQYGNagszNSuZ	0.543	0.305	10	-16.495	1	0.0469	0.812	0	0.342	0.542	125.518	156867	4	36.23824	9	1
My Generation - Instrumental Version	The Who	spotify:track:4oxIjpIAFctsdpUZGyAcs6	0.255	0.875	0	-9.717	1	0.0935	0.00229	0.961	0.133	0.782	184.777	218493	4	49.57156	9	0
Orpheus And None For Ye	Spirit Of John Morgan	spotify:track:3ZudtQsGVY6Whx43i2DMK0	0.424	0.677	11	-11.968	0	0.0319	0.722	0.763	0.139	0.876	88.794	316707	4	20.84991	12	0
Catch Us If You Can	The Dave Clark Five	spotify:track:453DFhFXIS9HEGGl0OGlMZ	0.473	0.602	7	-9.561	1	0.0669	0.149	5.4e-05	0.213	0.897	146.514	114733	4	42.72671	6	1
Summertime	Big Brother & The Holding Company	spotify:track:6o2kMAteCH8L9CbSX2t7pU	0.297	0.304	5	-13.923	1	0.0293	0.115	0.000126	0.108	0.385	180.497	238400	3	40.15437	14	0
Leaving on a Jet Plane	John Denver	spotify:track:7aKZYJN2caxubsECaiirjH	0.486	0.279	7	-12.263	1	0.0307	0.676	0	0.141	0.469	132.939	217027	4	58.35956	7	0
It Ain't Me Babe - Remastered	The Turtles	spotify:track:0iePj5dyNtQ1jhxbcckNAo	0.437	0.386	7	-12.209	1	0.0357	0.129	0	0.0813	0.466	121.981	129521	4	21.7824	7	0
Sold to the Highest Bidder	The Electric Prunes	spotify:track:78VXOLid7XLjEHhGcMV9qu	0.51	0.727	3	-10.46	1	0.0411	0.0246	2.53e-06	0.13	0.776	125.021	142431	4	31.06446	8	0
Il pittore	I Camaleonti	spotify:track:5U6pjcIXgdGOmRRb5pF9lq	0.486	0.706	9	-8.798	1	0.0695	0.556	4.56e-05	0.165	0.378	97.786	180493	4	83.79061	8	0
